"sentence","label","knowledge_dimension","cognitive_process"
"Use metacognitive strategies for silicone gasket; apply reflection from bin C5; implement self-assessment for joint 5 precisely.","Metacognitive_Apply","Metacognitive","Apply"
"Audit assembly procedure for hydraulic pump; evaluate construction quality from bin B3.","Procedural_Evaluate","Procedural","Evaluate"
"Paraphrase safety protocol for junction box; explain emergency procedure from workcell W4; describe hazard response for force sensor A.","Procedural_Understand","Procedural","Understand"
"Adapt learning rate for stainless steel valve; adjust acquisition approach from workcell W6; apply flexible learning for suction cup B within 35s.","Metacognitive_Apply","Metacognitive","Apply"
"Explain operation sequence for chemical flask; paraphrase manual from bin B3; summarize shutdown for joint 1.","Procedural_Understand","Procedural","Understand"
"Judge procedure timing for pneumatic cylinder; evaluate sequence duration from storage unit 6; assess efficiency of ultrasonic sensor 2.","Procedural_Evaluate","Procedural","Evaluate"
"Implement settings on carbon fiber sheet; apply the configuration from shelf S4; use the preset mode of joint 5 firmly.","Factual_Apply","Factual","Apply"
"Verify serial matches records for relay module; validate certification from the table 7; confirm authenticity using vision sensor 1.","Factual_Evaluate","Factual","Evaluate"
"Recognize decision history for aluminum bracket; identify previous choices from shelf S2; recall actions for force sensor A.","Metacognitive_Remember","Metacognitive","Remember"
"Plan new route for pressure sensor; compose automation script from shelf S6.","Procedural_Create","Procedural","Create"
"Self-regulate performance for cellphone; adjust effort from bin C4.","Metacognitive_Apply","Metacognitive","Apply"
"Reflect on success of polycarbonate shield move; assess confidence of grasp from zone Z4.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Compose calibration routine for hydraulic pump; design adjustment procedure from workcell W5; create tuning for gripper D.","Procedural_Create","Procedural","Create"
"Recall classification group for pressure gauge; identify item family from storage unit 4; name standard category for pneumatic gripper 1.","Conceptual_Remember","Conceptual","Remember"
"Recall last operation on kevlar strap; identify previous state from the table 7; state current mode of torque sensor 1.","Metacognitive_Remember","Metacognitive","Remember"
"Generate packaging for steel wrench; create protective case from workcell W4.","Factual_Create","Factual","Create"
"Implement settings on din rail; apply the configuration from the table 5.","Factual_Apply","Factual","Apply"
"Develop safety classification for titanium bolt; create risk scheme from conveyor belt 3; design hazard grouping via laser scanner 2.","Conceptual_Create","Conceptual","Create"
"Examine priority relationships for pressure gauge; analyze urgency levels from the intake hopper.","Conceptual_Analyze","Conceptual","Analyze"
"Compare junction box to reference model from bin C5; distinguish vintage from modern; survey compatibility via vision sensor 1.","Conceptual_Analyze","Conceptual","Analyze"
"Recognize confidence level for red apple; identify certainty score from bin C1; recall metric for proximity detector 2.","Metacognitive_Remember","Metacognitive","Remember"
"Probe potentiometer dial for hidden damage from storage unit 2; investigate internal components.","Factual_Analyze","Factual","Analyze"
"State awareness level for brass connector task; recall attention state from shelf S4.","Metacognitive_Remember","Metacognitive","Remember"
"Predict resource consumption for thermal compound tube; estimate capacity needs from workcell W8; describe load for force sensor B.","Metacognitive_Understand","Metacognitive","Understand"
"State the part category of silicone gasket; name the component family from the table 6.","Factual_Remember","Factual","Remember"
"Categorize stepper driver by size from the table 4; sort items by material; organize using joint 4 data.","Factual_Analyze","Factual","Analyze"
"Describe theory behind glass vial handling; explain underlying principle from sorting bench 1; summarize framework for gripper B.","Conceptual_Understand","Conceptual","Understand"
"Create classification framework for stainless steel valve; develop categorization scheme from bin B5; design methodology via proximity detector 1.","Conceptual_Create","Conceptual","Create"
"Clarify the voltage requirements of polyethylene tube; describe the temperature range from shelf S10; summarize the power data from proximity detector 1.","Factual_Understand","Factual","Understand"
"Design new category for carbon fiber sheet; formulate tagging system from storage unit 1.","Conceptual_Create","Conceptual","Create"
"Demonstrate use of junction box within 5s; apply the standard technique from rack R4; execute operation via lidar unit 1.","Factual_Apply","Factual","Apply"
"Compose calibration routine for pressure gauge; design adjustment procedure from storage unit 3; create tuning for torque sensor 1.","Procedural_Create","Procedural","Create"
"Formulate learning optimization for relay module; create skill plan from bin C4; develop competency roadmap for vacuum generator 2.","Metacognitive_Create","Metacognitive","Create"
"Categorize silicone gasket by size from shelf S10; sort items by material; organize using ultrasonic sensor 1 data.","Factual_Analyze","Factual","Analyze"
"Investigate recovery procedure for pneumatic cylinder; analyze restart sequence from shelf S1.","Procedural_Analyze","Procedural","Analyze"
"Position the hydraulic pump from the table 1; align the part precisely; orient using joint 4 within 20s.","Factual_Apply","Factual","Apply"
"Run cleaning protocol for titanium bolt; execute sanitation from workcell W5.","Procedural_Apply","Procedural","Apply"
"Deconstruct the tungsten electrode assembly from bin B2; break down the component list.","Factual_Analyze","Factual","Analyze"
"Verify startup sequence for stepper driver; validate initialization from bin C5.","Procedural_Evaluate","Procedural","Evaluate"
"Plan testing methodology for cellphone; create validation procedure from bin A4; design verification for depth camera 1.","Procedural_Create","Procedural","Create"
"State the voltage rating of metal gear from bin A2; identify the amperage label.","Factual_Remember","Factual","Remember"
"Validate specifications of circuit board from shelf S1; confirm tolerances.","Factual_Evaluate","Factual","Evaluate"
"Plan new route for rubber gasket; compose automation script from sorting bench 1; program custom loop for proximity detector 2.","Procedural_Create","Procedural","Create"
"Examine maintenance protocol for flow regulator; analyze service procedure from shelf S9; investigate inspection for vision sensor 2.","Procedural_Analyze","Procedural","Analyze"
"Design hybrid category for tennis ball; create cross-classification from the table 7.","Conceptual_Create","Conceptual","Create"
"Run cleaning protocol for plastic bag; execute sanitation from rack R2.","Procedural_Apply","Procedural","Apply"
"Evaluate classification accuracy for zirconia bearing; assess category assignment from storage unit 2.","Conceptual_Evaluate","Conceptual","Evaluate"
"Explain the marking purpose on tea cup; paraphrase the product description from the table 7; interpret the specs from gripper B.","Factual_Understand","Factual","Understand"
"List the expiry date of fuse holder from shelf S10; identify the lot number.","Factual_Remember","Factual","Remember"
"Enumerate startup sequence for fuse holder; recall initialization steps from bin A4.","Procedural_Remember","Procedural","Remember"
"Program automated sequence for din rail; develop robotic procedure from sorting bench 1; create workflow for vision sensor 2.","Procedural_Create","Procedural","Create"
"Paraphrase safety classification for polycarbonate shield; interpret hazard categories from bin A4; explain risk grouping via suction cup A.","Conceptual_Understand","Conceptual","Understand"
"Examine decision process for lead-free solder; analyze reasoning patterns from storage unit 1.","Metacognitive_Analyze","Metacognitive","Analyze"
"Execute recovery procedure for thermal compound tube; run restart sequence from bin B5; perform reset on joint 6 with full power.","Procedural_Apply","Procedural","Apply"
"Explain learning curve for limit sensor; describe skill progress from the table 1.","Metacognitive_Understand","Metacognitive","Understand"
"Operate the titanium bolt control panel with increased grip; execute the power-on from rack R2; run in standard mode via rotary actuator 1.","Factual_Apply","Factual","Apply"
"Monitor temperature of acrylic panel from bin C3; check voltage reading; verify current via depth camera 2.","Factual_Evaluate","Factual","Evaluate"
"Interpret the quality grade of temperature probe; explain the rating system from rack R2.","Factual_Understand","Factual","Understand"
"Test functionality of carbon fiber sheet from storage unit 5; check operational status.","Factual_Evaluate","Factual","Evaluate"
"Troubleshoot shutdown sequence for polycarbonate shield; debug termination from the table 6.","Procedural_Analyze","Procedural","Analyze"
"Compose serial number for relay module; design part ID format from zone Z4; formulate code using joint 5.","Factual_Create","Factual","Create"
"Debug failure gripping graphene membrane; analyze slip cause from rack R4; probe internal data of rotary actuator 1.","Metacognitive_Analyze","Metacognitive","Analyze"
"Formulate storage categories for steel wrench; create environment definitions from sorting bench 2.","Conceptual_Create","Conceptual","Create"
"Deconstruct learning process for hydraulic pump; analyze skill acquisition from conveyor belt 2; examine development of laser scanner 2.","Metacognitive_Analyze","Metacognitive","Analyze"
"Illustrate workflow for rubber gasket; explain process flow from bin B5.","Procedural_Understand","Procedural","Understand"
"Troubleshoot shutdown sequence for red apple; debug termination from the table 5.","Procedural_Analyze","Procedural","Analyze"
"Adapt behavior pattern for gas detector; adjust response strategy from bin A5; self-tune parameters of joint 4 within 55s.","Metacognitive_Apply","Metacognitive","Apply"
"Deconstruct assembly process for aluminum bracket; analyze construction sequence from bin C3.","Procedural_Analyze","Procedural","Analyze"
"Enumerate startup sequence for fiber optic cable; recall initialization steps from sorting bench 3.","Procedural_Remember","Procedural","Remember"
"Recall safety class for sapphire lens; state hazard category from storage unit 1.","Conceptual_Remember","Conceptual","Remember"
"Compare safety categories for tennis ball; distinguish risk classes from rack R3.","Conceptual_Analyze","Conceptual","Analyze"
"Rate self-awareness for quartz crystal task; assess monitoring accuracy from rack R4; evaluate self-regulation of ultrasonic sensor 2.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Validate specifications of kevlar strap from bin B4; confirm tolerances; audit using servo controller 2 data.","Factual_Evaluate","Factual","Evaluate"
"Recognize the servo motor variant from bin B3; identify the batch number; list the SKU using rotary actuator 2.","Factual_Remember","Factual","Remember"
"Describe the texture of sponge pad surface; summarize the dimensions from workcell W5.","Factual_Understand","Factual","Understand"
"Implement classification rules for encoder wheel; apply sorting principle from the output chute; use categorization via laser scanner 2 efficiently.","Conceptual_Apply","Conceptual","Apply"
"Paraphrase safety classification for copper wire; interpret hazard categories from sorting bench 3.","Conceptual_Understand","Conceptual","Understand"
"Assemble tennis ball components consistently; construct complete unit from rack R1.","Factual_Create","Factual","Create"
"Verify serial matches records for polycarbonate shield; validate certification from shelf S9; confirm authenticity using depth camera 2.","Factual_Evaluate","Factual","Evaluate"
"Appraise handling method for limit sensor; critique applied protocol from workcell W4; evaluate technique via gripper A.","Conceptual_Evaluate","Conceptual","Evaluate"
"Compare stepper driver dimensions to spec from conveyor belt 3; contrast variants using rotary actuator 1.","Factual_Analyze","Factual","Analyze"
"Formulate error prevention for polyethylene tube; create fault tolerance from workcell W7.","Metacognitive_Create","Metacognitive","Create"
"Inspect acrylic panel for defects from storage unit 2; review quality markers; evaluate via gripper B scan.","Factual_Evaluate","Factual","Evaluate"
"Self-regulate performance for polyethylene tube; adjust effort from bin C4.","Metacognitive_Apply","Metacognitive","Apply"
"Investigate performance degradation for proximity switch; analyze error patterns from the table 2.","Metacognitive_Analyze","Metacognitive","Analyze"
"Evaluate classification accuracy for tungsten electrode; assess category assignment from bin B2; judge sorting via rotary actuator 1.","Conceptual_Evaluate","Conceptual","Evaluate"
"Probe confidence calibration for acrylic panel; analyze certainty accuracy from the table 5.","Metacognitive_Analyze","Metacognitive","Analyze"
"Explain the safety symbols on acrylic panel; interpret the warning label from the table 1.","Factual_Understand","Factual","Understand"
"Apply awareness enhancement for platinum wire; use attention techniques from station ST2.","Metacognitive_Apply","Metacognitive","Apply"
"Design recovery procedure for ceramic capacitor; create restart sequence from shelf S1; develop reset for rotary actuator 1.","Procedural_Create","Procedural","Create"
"Investigate recovery procedure for graphene membrane; analyze restart sequence from conveyor belt 1.","Procedural_Analyze","Procedural","Analyze"
"State self-assessment of metal gear handling; recall evaluation outcome from the table 5.","Metacognitive_Remember","Metacognitive","Remember"
"Implement settings on stainless steel valve; apply the configuration from rack R4; use the preset mode of suction cup C safely.","Factual_Apply","Factual","Apply"
"Examine maintenance protocol for steel wrench; analyze service procedure from workcell W4.","Procedural_Analyze","Procedural","Analyze"
"Formulate priority scheme for fiber optic cable; design urgency classification from the staging area.","Conceptual_Create","Conceptual","Create"
"Rate quality of pressure gauge from rack R1; score condition on scale.","Factual_Evaluate","Factual","Evaluate"
"Perform initialization for plastic bag; execute boot sequence from bin C2.","Procedural_Apply","Procedural","Apply"
"Check if pressure gauge from workcell W2 is damaged; verify the expiration date.","Factual_Evaluate","Factual","Evaluate"
"Implement configuration for cable gland; execute setup procedure from workcell W7; run initialization on force sensor C within 35s.","Procedural_Apply","Procedural","Apply"
"State self-assessment of brass connector handling; recall evaluation outcome from workcell W7; identify rating for joint 1.","Metacognitive_Remember","Metacognitive","Remember"
"Implement hazardous rules for fiber optic cable; apply safety principles from shelf S3.","Conceptual_Apply","Conceptual","Apply"
"Execute startup script for temperature probe; run calibration sequence from shelf S2; perform maintenance on pneumatic gripper 1 by standard.","Procedural_Apply","Procedural","Apply"
"Describe the texture of pressure sensor surface; summarize the dimensions from bin A4.","Factual_Understand","Factual","Understand"
"Probe theoretical basis for stepper driver; investigate foundations from bin C5; analyze framework via suction cup B.","Conceptual_Analyze","Conceptual","Analyze"
"Reflect on strategy selection for vibration monitor; evaluate approach appropriateness from station ST2.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Create classification framework for copper wire; develop categorization scheme from rack R1; design methodology via force sensor B.","Conceptual_Create","Conceptual","Create"
"Debug resource allocation for solenoid valve; analyze capacity management from bin B4.","Metacognitive_Analyze","Metacognitive","Analyze"
"Apply handling theory to kevlar strap; use standard protocol from station ST1.","Conceptual_Apply","Conceptual","Apply"
"Clarify configuration process for brass connector; explain setup procedure from bin A1.","Procedural_Understand","Procedural","Understand"
"Audit assembly procedure for acrylic panel; evaluate construction quality from bin C5; assess build for lidar unit 2.","Procedural_Evaluate","Procedural","Evaluate"
"Run cleaning protocol for brass connector; execute sanitation from bin C2; perform disinfection on suction cup B within 20s.","Procedural_Apply","Procedural","Apply"
"Adapt grip force for carbon fiber sheet based on feedback; adjust speed from bin A5 accurately; self-correct alignment of lidar unit 3.","Metacognitive_Apply","Metacognitive","Apply"
"Distinguish polyethylene tube by serial number; separate by size from bin B5.","Factual_Analyze","Factual","Analyze"
"Monitor temperature of lithium battery from storage unit 2; check voltage reading; verify current via joint 1.","Factual_Evaluate","Factual","Evaluate"
"Describe startup procedure for fuse holder; interpret initialization guide from zone Z2.","Procedural_Understand","Procedural","Understand"
"Probe theoretical basis for chemical flask; investigate foundations from bin C2; analyze framework via gripper A.","Conceptual_Analyze","Conceptual","Analyze"
"Summarize handling principles for epoxy resin block; explain classification from workcell W8; describe categorization via laser scanner 1.","Conceptual_Understand","Conceptual","Understand"
"Program automated sequence for tungsten electrode; develop robotic procedure from storage unit 5; create workflow for lidar unit 3.","Procedural_Create","Procedural","Create"
"Critique learning progress for temperature probe; evaluate skill development from bin B5; assess competency of gripper B.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Clarify configuration process for plastic bag; explain setup procedure from station ST2; describe initialization for pneumatic gripper 2.","Procedural_Understand","Procedural","Understand"
"Formulate storage categories for platinum wire; create environment definitions from zone Z4.","Conceptual_Create","Conceptual","Create"
"Generate new label for thermal compound tube; create identification tag from bin A4.","Factual_Create","Factual","Create"
"Generate decision improvement for junction box; create reasoning enhancement from conveyor belt 3.","Metacognitive_Create","Metacognitive","Create"
"Examine maintenance protocol for lead-free solder; analyze service procedure from storage unit 3.","Procedural_Analyze","Procedural","Analyze"
"Compare cable gland to reference model from bin A5; distinguish vintage from modern; survey compatibility via magnetic head 2.","Conceptual_Analyze","Conceptual","Analyze"
"Debug resource allocation for metal gear; analyze capacity management from storage unit 1.","Metacognitive_Analyze","Metacognitive","Analyze"
"Perform initialization for cellphone; execute boot sequence from workcell W3.","Procedural_Apply","Procedural","Apply"
"Utilize the aluminum bracket for task from workcell W5; employ the component accurately.","Factual_Apply","Factual","Apply"
"Execute material handling for quartz crystal; apply composition rules from shelf S10.","Conceptual_Apply","Conceptual","Apply"
"Run cleaning protocol for pressure gauge; execute sanitation from zone Z5.","Procedural_Apply","Procedural","Apply"
"Probe testing procedure for servo motor; investigate validation from workcell W7; analyze verification for vacuum generator 2.","Procedural_Analyze","Procedural","Analyze"
"Differentiate silicone gasket from debris from the table 4; isolate the specific component using joint 3.","Factual_Analyze","Factual","Analyze"
"Compare strategies used for tea cup; analyze approach effectiveness from bin B3.","Metacognitive_Analyze","Metacognitive","Analyze"
"Utilize the encoder wheel for task from the table 7; employ the component securely; use lidar unit 2 specifically as quickly as possible.","Factual_Apply","Factual","Apply"
"Build polyethylene tube assembly by standard; construct mounting bracket from storage unit 1.","Factual_Create","Factual","Create"
"Invent new category for plastic bag; design classification for items from shelf S5.","Conceptual_Create","Conceptual","Create"
"Recognize learning progress for metal gear; identify skill level from rack R5; recall competency for lidar unit 3.","Metacognitive_Remember","Metacognitive","Remember"
"Apply handling theory to tungsten electrode; use standard protocol from the table 4.","Conceptual_Apply","Conceptual","Apply"
"Probe theoretical basis for brass connector; investigate foundations from station ST1.","Conceptual_Analyze","Conceptual","Analyze"
"Investigate performance degradation for cellphone; analyze error patterns from bin A1; examine failure modes of suction cup B.","Metacognitive_Analyze","Metacognitive","Analyze"
"Judge storage appropriateness for solenoid valve; evaluate environment class from the intake hopper; assess category via ultrasonic sensor 2.","Conceptual_Evaluate","Conceptual","Evaluate"
"Describe the operational limits of acrylic panel; summarize the tolerance range from workcell W5; explain the calibration needs for laser scanner 1.","Factual_Understand","Factual","Understand"
"Critique learning progress for nylon gear; evaluate skill development from the table 8.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"State current error state of fuse holder; recall warning message from bin A5.","Metacognitive_Remember","Metacognitive","Remember"
"Carry out assembly for silicone gasket; execute construction steps from bin C2; perform build on vision sensor 1 within 45s.","Procedural_Apply","Procedural","Apply"
"Design hybrid category for acrylic panel; create cross-classification from conveyor belt 2.","Conceptual_Create","Conceptual","Create"
"Investigate performance degradation for pressure sensor; analyze error patterns from the table 7; examine failure modes of joint 5.","Metacognitive_Analyze","Metacognitive","Analyze"
"Critique labeling quality of proximity switch; judge print clarity from workcell W1.","Factual_Evaluate","Factual","Evaluate"
"Implement classification rules for epoxy resin block; apply sorting principle from zone Z4; use categorization via gripper C rapidly.","Conceptual_Apply","Conceptual","Apply"
"Paraphrase safety protocol for encoder wheel; explain emergency procedure from workcell W1; describe hazard response for lidar unit 2.","Procedural_Understand","Procedural","Understand"
"Explain operation sequence for carbon fiber sheet; paraphrase manual from the intake hopper; summarize shutdown for vacuum generator 2.","Procedural_Understand","Procedural","Understand"
"Explain the marking purpose on lead-free solder; paraphrase the product description from rack R1.","Factual_Understand","Factual","Understand"
"Evaluate decision quality for flow regulator; assess choice effectiveness from bin C1; judge reasoning accuracy of force sensor B.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Enumerate the specifications of limit sensor; name the manufacturer label from the table 7; recall the weight data from rotary actuator 1.","Factual_Remember","Factual","Remember"
"Execute material handling for vibration monitor; apply composition rules from bin A1.","Conceptual_Apply","Conceptual","Apply"
"Recall safety class for cable gland; state hazard category from bin C5; identify risk level for torque sensor 2.","Conceptual_Remember","Conceptual","Remember"
"Recognize zirconia bearing belongs to category; identify group classification from rack R1; list attributes via force sensor A.","Conceptual_Remember","Conceptual","Remember"
"Analyze startup sequence for titanium bolt; debug initialization from the table 4.","Procedural_Analyze","Procedural","Analyze"
"Identify assembly sequence for humidity sensor; recall construction steps from the table 2; list build order for laser scanner 1.","Procedural_Remember","Procedural","Remember"
"Illustrate relationship between encoder wheel types; explain category hierarchy from bin A1; describe tree via magnetic head 1.","Conceptual_Understand","Conceptual","Understand"
"Identify priority level of fuse holder; recall urgency class from station ST1; state importance tier for tactile sensor array.","Conceptual_Remember","Conceptual","Remember"
"Formulate recovery strategy for metal gear; generate self-diagnosis from shelf S7; create heuristic for force sensor C pathfinding.","Metacognitive_Create","Metacognitive","Create"
"Verify testing methodology for graphene membrane; evaluate validation coverage from the table 4; assess verification for ultrasonic sensor 2.","Procedural_Evaluate","Procedural","Evaluate"
"List recovery procedure for solenoid valve; recall restart steps from workcell W6; state reset sequence for force sensor C.","Procedural_Remember","Procedural","Remember"
"Probe theoretical basis for temperature probe; investigate foundations from storage unit 2.","Conceptual_Analyze","Conceptual","Analyze"
"Differentiate pneumatic cylinder from debris from storage unit 2; isolate the specific component using vision sensor 3.","Factual_Analyze","Factual","Analyze"
"Mount the rubber gasket with minimum delay; install the component from bin B2.","Factual_Apply","Factual","Apply"
"Describe theory behind teflon washer handling; explain underlying principle from the output chute; summarize framework for vision sensor 3.","Conceptual_Understand","Conceptual","Understand"
"Generate confidence calibration for nylon gear; create certainty validation from the output chute.","Metacognitive_Create","Metacognitive","Create"
"Design self-monitoring framework for thermal compound tube; create awareness system from station ST2.","Metacognitive_Create","Metacognitive","Create"
"Execute startup script for hydraulic pump; run calibration sequence from workcell W6; perform maintenance on encoder module 2 by standard.","Procedural_Apply","Procedural","Apply"
"Apply awareness enhancement for titanium bolt; use attention techniques from zone Z4; implement focus control for thermal camera 1 slowly.","Metacognitive_Apply","Metacognitive","Apply"
"Apply weight class handling for relay module; use size guidelines from rack R1; implement dimensional handling via magnetic head 2.","Conceptual_Apply","Conceptual","Apply"
"Monitor temperature of cellphone from workcell W4; check voltage reading.","Factual_Evaluate","Factual","Evaluate"
"Explain operation sequence for neodymium magnet; paraphrase manual from zone Z5; summarize shutdown for vacuum generator 1.","Procedural_Understand","Procedural","Understand"
"Execute startup script for nylon gear; run calibration sequence from bin B1.","Procedural_Apply","Procedural","Apply"
"Examine priority relationships for acrylic panel; analyze urgency levels from workcell W6; investigate tier structure via joint 3.","Conceptual_Analyze","Conceptual","Analyze"
"Apply error correction for cellphone; use self-debugging from workcell W7; implement fault recovery for lidar unit 1 within 35s.","Metacognitive_Apply","Metacognitive","Apply"
"Interpret error message for thermal compound tube; explain warning significance from the output chute; describe alert for vision sensor 1.","Metacognitive_Understand","Metacognitive","Understand"
"Describe the texture of platinum wire surface; summarize the dimensions from station ST1; illustrate the weight distribution via gripper C.","Factual_Understand","Factual","Understand"
"Probe testing procedure for plastic bag; investigate validation from storage unit 4.","Procedural_Analyze","Procedural","Analyze"
"List the serial number of the rubber gasket from shelf S4; identify the manufacturing date using rotary actuator 1.","Factual_Remember","Factual","Remember"
"Name the theory behind gas detector handling; recall the principle from shelf S6.","Conceptual_Remember","Conceptual","Remember"
"Interpret confidence indicators for nylon gear; explain certainty metrics from bin A3; describe reliability of force sensor C.","Metacognitive_Understand","Metacognitive","Understand"
"Operate the steel wrench control panel firmly; execute the power-on from the output chute; run in standard mode via servo controller 2.","Factual_Apply","Factual","Apply"
"Generate new label for tea cup; create identification tag from station ST2.","Factual_Create","Factual","Create"
"Interpret confidence indicators for tea cup; explain certainty metrics from bin A1.","Metacognitive_Understand","Metacognitive","Understand"
"Rate priority assignment for nickel alloy rod; judge urgency classification from bin C4.","Conceptual_Evaluate","Conceptual","Evaluate"
"Explain the safety symbols on metal gear; interpret the warning label from conveyor belt 2.","Factual_Understand","Factual","Understand"
"Interpret assembly instructions for flow regulator; explain construction sequence from workcell W5; summarize build for torque sensor 1.","Procedural_Understand","Procedural","Understand"
"Enumerate startup sequence for polyethylene tube; recall initialization steps from bin A3.","Procedural_Remember","Procedural","Remember"
"Deconstruct the relay module assembly from bin B5; break down the component list.","Factual_Analyze","Factual","Analyze"
"Recognize system status for metal gear; identify active profile from storage unit 4; locate error log for servo controller 1.","Metacognitive_Remember","Metacognitive","Remember"
"Verify startup sequence for red apple; validate initialization from shelf S6.","Procedural_Evaluate","Procedural","Evaluate"
"Recognize learning progress for solenoid valve; identify skill level from shelf S4.","Metacognitive_Remember","Metacognitive","Remember"
"Position the tungsten electrode from shelf S2; align the part swiftly; orient using suction cup A within 20s.","Factual_Apply","Factual","Apply"
"Summarize handling principles for tennis ball; explain classification from bin B1.","Conceptual_Understand","Conceptual","Understand"
"Critique safety assignment for nickel alloy rod; evaluate risk classification from station ST2.","Conceptual_Evaluate","Conceptual","Evaluate"
"Audit assembly procedure for tea cup; evaluate construction quality from conveyor belt 2.","Procedural_Evaluate","Procedural","Evaluate"
"Compare procedures for ceramic capacitor; contrast methods from workcell W2; analyze options for laser scanner 1.","Procedural_Analyze","Procedural","Analyze"
"Paraphrase safety classification for steel wrench; interpret hazard categories from shelf S4; explain risk grouping via lidar unit 3.","Conceptual_Understand","Conceptual","Understand"
"Implement shutdown for neodymium magnet; execute power-off from the intake hopper.","Procedural_Apply","Procedural","Apply"
"Illustrate the component layout of aluminum bracket; clarify the pin configuration from bin A5; explain the wiring via pneumatic gripper 1.","Factual_Understand","Factual","Understand"
"Enumerate testing procedure for silicone gasket; recall validation steps from bin A5.","Procedural_Remember","Procedural","Remember"
"Execute recovery procedure for carbon fiber sheet; run restart sequence from shelf S7; perform reset on magnetic head 2 systematically.","Procedural_Apply","Procedural","Apply"
"Describe startup procedure for red apple; interpret initialization guide from storage unit 2; explain boot for joint 3.","Procedural_Understand","Procedural","Understand"
"Classify steel wrench based on material; explain composition categories from sorting bench 1.","Conceptual_Understand","Conceptual","Understand"
"Describe testing methodology for humidity sensor; explain validation process from storage unit 3; summarize verification for torque sensor 3.","Procedural_Understand","Procedural","Understand"
"Recognize confidence level for pneumatic cylinder; identify certainty score from the table 6; recall metric for vision sensor 1.","Metacognitive_Remember","Metacognitive","Remember"
"Generate decision improvement for metal gear; create reasoning enhancement from storage unit 2.","Metacognitive_Create","Metacognitive","Create"
"State self-assessment of red apple handling; recall evaluation outcome from the table 3; identify rating for suction cup C.","Metacognitive_Remember","Metacognitive","Remember"
"State the voltage rating of temperature probe from conveyor belt 2; identify the amperage label; list the power specs via gripper C.","Factual_Remember","Factual","Remember"
"Examine decision process for platinum wire; analyze reasoning patterns from bin A2; investigate choice mechanism of thermal camera 2.","Metacognitive_Analyze","Metacognitive","Analyze"
"Operate the polyethylene tube control panel with full power; execute the power-on from station ST3; run in standard mode via suction cup C.","Factual_Apply","Factual","Apply"
"Probe awareness effectiveness for fuse holder; analyze attention patterns from the intake hopper; investigate focus of force sensor A.","Metacognitive_Analyze","Metacognitive","Analyze"
"Apply self-monitoring during sponge pad task; use awareness techniques from bin C3; implement self-regulation for encoder module 2 with optimal pressure.","Metacognitive_Apply","Metacognitive","Apply"
"Implement shutdown for teflon washer; execute power-off from station ST2.","Procedural_Apply","Procedural","Apply"
"Recall classification group for relay module; identify item family from shelf S3.","Conceptual_Remember","Conceptual","Remember"
"Summarize the key features of servo motor; explain the model differences from bin B4.","Factual_Understand","Factual","Understand"
"State the voltage rating of din rail from rack R4; identify the amperage label.","Factual_Remember","Factual","Remember"
"Compare safety categories for servo motor; distinguish risk classes from the table 3.","Conceptual_Analyze","Conceptual","Analyze"
"Carry out maintenance for fuse holder; execute service routine from bin C2.","Procedural_Apply","Procedural","Apply"
"Paraphrase safety protocol for nickel alloy rod; explain emergency procedure from rack R2.","Procedural_Understand","Procedural","Understand"
"Plan new route for stepper driver; compose automation script from the table 6; program custom loop for vision sensor 3.","Procedural_Create","Procedural","Create"
"Design self-monitoring framework for graphene membrane; create awareness system from workcell W8.","Metacognitive_Create","Metacognitive","Create"
"Examine maintenance protocol for quartz crystal; analyze service procedure from zone Z2.","Procedural_Analyze","Procedural","Analyze"
"Name the theory behind nickel alloy rod handling; recall the principle from zone Z3; state governing rule for encoder module 1.","Conceptual_Remember","Conceptual","Remember"
"Classify pressure sensor based on material; explain composition categories from the table 6.","Conceptual_Understand","Conceptual","Understand"
"Plug in the brass connector slowly; connect the power cable from the table 5.","Factual_Apply","Factual","Apply"
"Summarize storage principles for plastic bag; explain environmental categories from bin C1; describe rules via pneumatic gripper 2.","Conceptual_Understand","Conceptual","Understand"
"State resource utilization for stepper driver; recall capacity remaining from storage unit 5; identify load for depth camera 2.","Metacognitive_Remember","Metacognitive","Remember"
"Activate the relay module using torque sensor 1; toggle the power switch from the table 2; press the reset button with reduced speed.","Factual_Apply","Factual","Apply"
"Formulate learning optimization for chemical flask; create skill plan from storage unit 2; develop competency roadmap for joint 1.","Metacognitive_Create","Metacognitive","Create"
"Run testing procedure for sapphire lens; execute validation from the table 2; perform verification on joint 3 methodically.","Procedural_Apply","Procedural","Apply"
"Implement classification rules for lithium battery; apply sorting principle from zone Z5.","Conceptual_Apply","Conceptual","Apply"
"Enumerate testing procedure for gas detector; recall validation steps from bin B3.","Procedural_Remember","Procedural","Remember"
"Operate the vibration monitor control panel consistently; execute the power-on from sorting bench 3.","Factual_Apply","Factual","Apply"
"Fabricate platinum wire prototype from rack R4; manufacture test sample; produce variant via joint 2.","Factual_Create","Factual","Create"
"List recovery procedure for din rail; recall restart steps from the table 2.","Procedural_Remember","Procedural","Remember"
